CUSTOMER:000000010000000002000000031d:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000002:2 DISTRICT:000000010000000002:3
CUSTOMER:000000010000000001000000041e:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000001:2 DISTRICT:000000010000000001:3
CUSTOMER:00000001000000000600000007f8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:000000010000000005000000080e:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000005:2 DISTRICT:000000010000000005:3
CUSTOMER:00000001000000000600000008ea:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:000000010000000004000000092f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:00000001000000000700000008be:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:00000001000000000600000004a0:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:0000000100000000040000000930:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000004:2 DISTRICT:000000010000000004:3
CUSTOMER:00000001000000000600000000d3:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000006:2 DISTRICT:000000010000000006:3
CUSTOMER:0000000100000000070000000178:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:0000000100000000030000000970:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:0000000100000000070000000b1f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000007:2 DISTRICT:000000010000000007:3
CUSTOMER:000000010000000009000000050c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000009:2 DISTRICT:000000010000000009:3
CUSTOMER:00000001000000000a0000000574:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:000000010000000003000000051b:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:000000010000000003000000006f:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000003:2 DISTRICT:000000010000000003:3
CUSTOMER:00000001000000000a000000006c:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:00000001000000000a:2 DISTRICT:00000001000000000a:3
CUSTOMER:0000000100000000080000000560:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:00000001000000000800000000b8:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
CUSTOMER:000000010000000008000000090e:1 WAREHOUSE:00000001:1 WAREHOUSE:00000001:3 DISTRICT:000000010000000008:2 DISTRICT:000000010000000008:3
STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p STOCK:00000001000000b57f:1:q STOCK:00000001000001743f:1:c STOCK:00000001000001743f:1:d STOCK:00000001000001743f:1:n STOCK:00000001000001743f:1:o STOCK:00000001000001743f:1:p STOCK:00000001000001743f:1:q
STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p STOCK:00000001000000b57f:1:q STOCK:00000001000001743f:1:c STOCK:00000001000001743f:1:d STOCK:00000001000001743f:1:n STOCK:00000001000001743f:1:o STOCK:00000001000001743f:1:p
STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p STOCK:00000001000000b57f:1:q STOCK:00000001000001743f:1:c STOCK:00000001000001743f:1:d STOCK:00000001000001743f:1:n STOCK:00000001000001743f:1:o
STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p STOCK:00000001000000b57f:1:q STOCK:00000001000001743f:1:c STOCK:00000001000001743f:1:d STOCK:00000001000001743f:1:n
STOCK:0000000100000033ef:1:q STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p STOCK:00000001000000b57f:1:q STOCK:00000001000001743f:1:c STOCK:00000001000001743f:1:d
STOCK:0000000100000033ef:1:p STOCK:0000000100000033ef:1:q STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p STOCK:00000001000000b57f:1:q STOCK:00000001000001743f:1:c
STOCK:0000000100000033ef:1:o STOCK:0000000100000033ef:1:p STOCK:0000000100000033ef:1:q STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p STOCK:00000001000000b57f:1:q
STOCK:0000000100000033ef:1:n STOCK:0000000100000033ef:1:o STOCK:0000000100000033ef:1:p STOCK:0000000100000033ef:1:q STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o STOCK:00000001000000b57f:1:p
STOCK:0000000100000033ef:1:d STOCK:0000000100000033ef:1:n STOCK:0000000100000033ef:1:o STOCK:0000000100000033ef:1:p STOCK:0000000100000033ef:1:q STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n STOCK:00000001000000b57f:1:o
STOCK:0000000100000033ef:1:c STOCK:0000000100000033ef:1:d STOCK:0000000100000033ef:1:n STOCK:0000000100000033ef:1:o STOCK:0000000100000033ef:1:p STOCK:0000000100000033ef:1:q STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d STOCK:00000001000000b57f:1:n
STOCK:000000010000012f77:1:q STOCK:0000000100000033ef:1:c STOCK:0000000100000033ef:1:d STOCK:0000000100000033ef:1:n STOCK:0000000100000033ef:1:o STOCK:0000000100000033ef:1:p STOCK:0000000100000033ef:1:q STOCK:00000001000000d647:1:c STOCK:00000001000000d647:1:d STOCK:00000001000000d647:1:n STOCK:00000001000000d647:1:o STOCK:00000001000000d647:1:p STOCK:00000001000000d647:1:q STOCK:00000001000000b57f:1:c STOCK:00000001000000b57f:1:d
